FQAs,Security,Usability,Persistence,ContextAwareness,Performance,Encryption,Authentication,Hashing,Confidentiality,Privacy,Integrity,Non_Repudiation,EncryptionAlgorithms,Asymmetric,Symmetric,RSA,DSA,ECDSA,AES,DESede,Blowfish,DES,KeySize,EncryptionImplementations,JavaxCrypto,BouncyCastle,EncryptionOperations,Encrypt,Decrypt,Mode,CBC,ECB,CFB,CTR,CTS,Padding,PKCS5,PKCS1,OAEP,AuthenticationImplementations,JAAS,SpringSecurity,AuthenticationOperations,Authenticate,AuthenticationMechanism,UserPassword,DigitalCertificate,Biometric,SocialID,Pin,MatrixCode,PseudonymousCertificate,PasswordLength,PasswordType,Numeric,Alphanumeric,SpecialChars,LimitedSession,AuthenticationLogging,AnonymousUser,HashingImplementations,JavaSecurityMessageDigest,Guava,HashingOperations,Hash,HashingAlgorithms,MD5,SHA1,SHA256,SHA512,Logging,ContextualHelp,ExecutionControl,Internationalization,Feedback,LoggingOperations,Log,LoggingImplementations,Log4J,LogBack,JavaUtilLogging,SimpleImplementationSLF4J,Handler,ConsoleLog,FileLog,DatabaseLog,Format,TXT,XML,HTML,JSON,Level,Trace,Debug,Info,Warning,Error,CypheredMessages,HistoryLog,ErrorLog,TraceFile,ContextualHelpOperations,ShowHelp,ContextualHelpImplementations,JavaWizardAPI,HelpType,Tutorial,Wizard,UserType,Beginner,Intermediate,Advanced,Expert,AuthenticatedUser,ExecutionControl_1,Undo,Redo,Cancel,GoBack,Shortcuts,Locale,InteractionFeedback,ProgressFeedback,SystemStatusDisplay,Alerts,FileStorage,DatabaseStorage,FileStorageOperations,CreateFile,ModifyFile,DeleteFile,FileType,Binary,TXTFile,XMLFile,JSONFile,FileStorageImplementations,JavaIO,TemporalFile,DatabaseStorageOperations,Store,Query,DatabaseStorageImplementations,MySQL,MongoDB,OracleDB,DatabaseType,Relational,NoSQL,DataType,Integers,Strings,Floats,Objects,SecureDatabase,LocationAware,TimeAware,DeviceAware,UserAware,EnvironmentAware,GPS,WiFiLocation,BatteryStatus,IRSensor,Caching,CachingOperations,CacheStore,CacheQuery,CacheUpdate,CachingImplementations,JavaCachingSystem,Caffeine,MaxSizeCache,CacheType,LocalCache,RemoteCache,MaxLifeSeconds,EternalObjects,Tested,Dependencies
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,9
True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False,2
True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,2
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,10
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,False,9
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,6
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,False,5
True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False,False,6
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True,6
True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,8
True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,2
True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,True,False,True,7
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,4
True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,True,4
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,4
True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,2
True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,2
True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,7
True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,False,True,8
True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,4
True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,9
True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,4
True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,6
True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,4
True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,2
True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,10
True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,2
True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,1
True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,6
True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True,False,True,True,False,False,3
True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,False,False,True,5
True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,7
True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,9
True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,8
True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,3
