v0,Cycle,Smoother,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,V,F,Jacobi,ColorGS,Line,ZebraLine,Cost,Cache
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,100,4028
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100,3186
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,100,7792
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,7099
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,4263
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,202
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,5396
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,2401
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,1962
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,6015
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,1787
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,5050
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,3793
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,2045
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,7776
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,5186
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,865
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,7874
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,976
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,7965
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,4591
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,7809
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,2313
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,1508
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,5191
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,2989
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,4052
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,3680
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,3770
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,3904
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,3001
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,828
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,5387
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,100,4462
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,100,6196
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,100,7907
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100,5217
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100,6866
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,100,2221
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,100,2907
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100,7779
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100,7592
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,100,3296
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,6577
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,5793
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,280
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,5710
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,6399
True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,3025
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,3032
True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,893
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,4086
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,4476
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,5096
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,666
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,1054
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,3205
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,4623
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,4092
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,2935
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,7219
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,3524
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,3905
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,6222
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,2910
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,4178
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,5852
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,4388
True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,5350
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,7078
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,2488
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,3147
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,4912
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,100,6600
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,100,7826
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,100,4513
True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100,1760
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100,6158
True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,100,5793
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,100,1311
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,100,6900
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,100,7570
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,100,6968
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,6035
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,6328
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,2283
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,3175
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,5886
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,5955
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,4991
True,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,6303
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,100,5150
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,100,347
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,6807
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,100,4052
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,2329
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,6123
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,3529
True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,6328
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,3569
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,3362
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,6612
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,2526
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,2377
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,7375
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,7611
True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,7832
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,2639
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,911
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,251
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,3254
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,2193
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,6591
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,852
True,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,7196
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,7412
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,5965
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,3473
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,2317
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,7043
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,7643
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,2589
True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,5676
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,284
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,5123
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,2457
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,1548
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,1298
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,4904
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,2170
True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,5280
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,2541
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,4094
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,4189
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,7810
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,426
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,905
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,7708
True,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,4048
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,4921
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,505
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,2314
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,3259
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,3793
True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,7704
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,7537
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,459
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,100,3492
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,100,5002
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,100,1016
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,100,5617
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,4298
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,7955
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,362
True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,271
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,420
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,4075
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,3131
True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,3055
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,1834
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,5884
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,7035
True,True,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,115
True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,7175
True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,7133
True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,6997
True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,5080
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,202
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,4158
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,4029
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,7581
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,1418
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,384
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,7840
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,4386
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,2453
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,3744
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,881
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,2765
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,100,3037
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,100,2996
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,100,3567
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,100,7735
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,100,2529
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,100,5557
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,100,7372
True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,100,1449
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,100,6380
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,100,2193
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,100,1876
True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,100,6028
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,100,1994
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,100,5796
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,100,3535
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,100,4490
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,100,7288
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,100,2516
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,100,3628
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,100,2044
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,100,279
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,100,734
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,100,1097
True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,100,2582
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,100,2879
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,100,2951
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,100,3699
True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,100,4000
